,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
0,file_path,zcr_mean,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,spectral_flux_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_std_mean,delta zcr_mean,delta energy_mean,delta energy_entropy_mean,delta spectral_centroid_mean,delta spectral_spread_mean,delta spectral_entropy_mean,delta spectral_flux_mean,delta spectral_rolloff_mean,delta mfcc_1_mean,delta mfcc_2_mean,delta mfcc_3_mean,delta mfcc_4_mean,delta mfcc_5_mean,delta mfcc_6_mean,delta mfcc_7_mean,delta mfcc_8_mean,delta mfcc_9_mean,delta mfcc_10_mean,delta mfcc_11_mean,delta mfcc_12_mean,delta mfcc_13_mean,delta chroma_1_mean,delta chroma_2_mean,delta chroma_3_mean,delta chroma_4_mean,delta chroma_5_mean,delta chroma_6_mean,delta chroma_7_mean,delta chroma_8_mean,delta chroma_9_mean,delta chroma_10_mean,delta chroma_11_mean,delta chroma_12_mean,delta chroma_std_mean,zcr_std,energy_std,energy_entropy_std,spectral_centroid_std,spectral_spread_std,spectral_entropy_std,spectral_flux_std,spectral_rolloff_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,chroma_std_std,delta zcr_std,delta energy_std,delta energy_entropy_std,delta spectral_centroid_std,delta spectral_spread_std,delta spectral_entropy_std,delta spectral_flux_std,delta spectral_rolloff_std,delta mfcc_1_std,delta mfcc_2_std,delta mfcc_3_std,delta mfcc_4_std,delta mfcc_5_std,delta mfcc_6_std,delta mfcc_7_std,delta mfcc_8_std,delta mfcc_9_std,delta mfcc_10_std,delta mfcc_11_std,delta mfcc_12_std,delta mfcc_13_std,delta chroma_1_std,delta chroma_2_std,delta chroma_3_std,delta chroma_4_std,delta chroma_5_std,delta chroma_6_std,delta chroma_7_std,delta chroma_8_std,delta chroma_9_std,delta chroma_10_std,delta chroma_11_std,delta chroma_12_std,delta chroma_std_std
1,one_sentence\S_01_4001_VE.wav,0.07701275485024292,0.02450445102331095,2.9011630006209925,0.17276566306125535,0.18336550633117488,0.5726814361366188,0.004916713747013451,0.12079385964912283,-24.938850483547533,1.6303037088208154,-0.21827799196982098,-0.4023618934831012,-0.13125217698178362,0.038734820225627645,-0.07812020587564208,-0.19475419512939993,-0.22565875519962356,-0.30483333271368973,-0.048720332369207614,-0.17085826541341395,0.01829342066233708,0.01100545411668577,0.017840499675948248,0.04797907555213206,0.017847412566631957,0.013753081705299815,0.013284730846701802,0.031109635546218616,0.004745720149951325,0.0027243417360628963,0.002239810104218805,0.007298428343075227,0.004971186904662672,0.02598870352434581,0.0015740669657055748,-0.00014963800231610142,0.019193977444510187,0.002076925867391813,-0.00042864678150964864,0.026461371517419653,2.2441963867372172e-05,0.004900767543859648,0.04493190029059688,0.012111069974634875,0.019429768010767165,-0.026808133445111584,0.00566149657114883,-0.014780010237594699,0.0026220443369490334,-0.01074198476930292,-0.006450744097240058,-0.0024021257368970744,-0.00390804045086874,-0.008784028219760633,-0.023441906546014725,0.0009094778564773539,0.0003416641681061984,0.0036706504241207356,7.847317038482302e-05,-4.458416454597306e-06,3.6574587815043215e-05,-0.002690209906906209,6.785038099916651e-06,1.0663418989735088e-05,0.00026706118179512433,0.0009564031494140274,0.0015362877462021711,0.00016854019761868466,0.06587479464530954,0.022267237397401773,0.4363642568177108,0.07346832369008423,0.04091925771780092,0.5169119210293422,0.0047485448388881685,0.11451194198286672,3.0974816210853855,1.017146802602518,0.6853578746065672,0.5929454782377791,0.3827179378413157,0.4009844438972595,0.29730082649095013,0.3680576813157088,0.3338166083361479,0.2599534922674701,0.3038588345915303,0.500255117522311,0.4915765002814899,0.011265990104577498,0.028092217544815796,0.05052162614947334,0.032045318098897387,0.01917177569931376,0.01861628897270567,0.04579665066321187,0.0071596680271013464,0.004524619046431392,0.0022896730021511034,0.00900902617884488,0.008530191665218869,0.016141425381827675,0.03959083206571413,0.017061057602819153,0.4995370553014482,0.04480603022293593,0.03454490338749756,0.27265415110001007,0.006278097246088587,0.06646497034530119,1.8114312338703682,1.0353232029387711,0.5174623490064593,0.4552229710793444,0.3815192473784158,0.31859144238969483,0.2584189458504132,0.33131398516906496,0.3005139496430529,0.24616386982086702,0.2495996241261123,0.36045758431800234,0.38295187441536765,0.011897035313128522,0.02898237947760192,0.04305576505445739,0.036120699119626586,0.022244842619583892,0.014201192050833259,0.035415560939891455,0.004871931762607157,0.004627621859212256,0.0026583734426764392,0.009764332003495359,0.008645069576315464,0.01678234255753428
2,one_sentence\S_01_4001_VV.wav,0.04893727859970827,0.011429698779254791,3.0533089411870478,0.19526715084878044,0.21014778009923213,0.516858222866169,0.0029844307715367058,0.10205729166666666,-26.152133643286774,1.8740612590907344,0.11157334502640565,-0.4782055095626706,-0.05637570728048957,-0.038066083906024846,0.1655994857653461,-0.072340482216543,-0.1206478147549008,-0.26258026610134855,-0.1976825217467607,-0.10477138727736354,-0.14212485932138616,0.023829523210504168,0.02577829568323754,0.1409217711255243,0.011851838627752792,0.00829174648132804,0.007148635652629971,0.009117907547757537,0.004515603962685908,0.0021910690002277713,0.002732491568290256,0.004568279162003137,0.0056997485462288115,0.04707816210174831,-0.0015524067514065413,-8.821226401824293e-07,0.00854937629418051,0.0015432374091638415,-0.00033429664256966673,0.0039244974832007996,-3.8416146962022256e-05,0.0033854166666666694,-0.018964567957167097,-0.029393005382837206,0.0028067588171503417,-0.03666279535080498,-0.025786776855001813,-0.013306884528534912,0.037295187500528265,-0.009049525051315382,0.010346614382876877,-0.0017164263268297014,0.029442566134324315,-0.018643707188775574,0.007359858738905043,0.000686601986473157,-0.0004312887236573951,-0.005647484731691322,-0.0003773044490992329,-0.0004061117256584418,-0.00020215532454102023,-0.0027148561499570328,0.0006702432407386284,0.00019635235100263842,-0.000196554829127428,-0.0005393908331788234,4.931124857941095e-06,-0.0015100488010684936,0.016709005795536164,0.008450371145987094,0.25909730262621433,0.038091958993934735,0.02432542119355326,0.21867213698541305,0.0018952010469773413,0.03895238010492978,1.4925920301928846,0.714576440985591,0.40946912618437914,0.30138682060993716,0.29049267202256507,0.24288345539099448,0.20274368571403178,0.2551561107536154,0.23575490381376007,0.26047180576548945,0.2675992061489351,0.3038032919028799,0.3420244223287026,0.018841802761623592,0.030472868242181393,0.07205743794165435,0.016204004020320042,0.009340146383984378,0.012985248935941027,0.009238289601088407,0.005895648040347536,0.0016094249723833571,0.0033791203196124305,0.005269418088423259,0.01007571285928945,0.01645908426049387,0.010012772291381915,0.006764216898688145,0.2915412401374458,0.02193951427255536,0.017237037647216808,0.15660832687575302,0.0020244703748231348,0.02491775475708106,0.9504339549965789,0.5741060531532192,0.3078768318663793,0.3664265353979483,0.3041240741801117,0.21108484044425074,0.2549388424415571,0.2107376059470309,0.21122519936684417,0.22981434730888312,0.18579711183966022,0.22366842402640216,0.23080436732090315,0.01736725541804402,0.025552928003793125,0.04653484120350228,0.015299841599391698,0.011881615664469655,0.010622495121703664,0.009462664411255027,0.006288191954493745,0.0019286881373615575,0.003890041743521507,0.0059080179147567,0.01055508369116007,0.012518104582345372
3,one_sentence\S_01_4003_VE.wav,0.04397443911926095,0.009010669171857057,2.909275902218937,0.17554564965969316,0.2094081493016769,0.34331160885454004,0.0044546549286095935,0.05176041666666667,-27.24460735291286,2.3647013120231284,0.22994733558081557,-0.09773039818644716,0.011591148234740962,0.02300624995567907,0.15190011865017508,-0.05406977142225244,0.07856954025849765,-0.21357838485803163,-0.24446881187657646,-0.32872322561357914,-0.29972212040789836,0.03524757709687243,0.03145736511757066,0.07229092332828771,0.01381369849577067,0.024998453832993803,0.004306079541728142,0.04102162922765011,0.001254539446494334,0.0024172925984584036,0.008083207085483794,0.030536845424087956,0.029047222872971748,0.040611908899351734,-0.0008769188025283044,5.0191865324581745e-06,0.02201941818291566,-0.0008952249651062024,-0.0001431691485665595,-0.005241495692583837,9.865280806032318e-05,-0.00013888888888888848,0.04512509119796504,0.034212664213083784,0.035410451313768125,-0.0271963819754295,-0.007966945599287841,-0.010121830855846843,-0.027113504561265447,0.008338728371100317,-0.002612379485449238,-0.002308436692789864,0.009639192279997894,-0.016783257407736764,-0.015230301990446213,-0.0002869502312881837,0.00013180052073826873,-0.0037363249148366297,-0.00014003343497306388,-0.0012071355966779516,3.5762322175091334e-05,-0.0026758641858362123,-1.934899987489984e-05,8.990442916818605e-05,0.000822346909632284,0.004340141506343137,0.002815827961995594,0.0002522265844497601,0.025209983331560472,0.013145134290481145,0.5294422964472695,0.06454823398845214,0.032936358438746094,0.3048984459474912,0.00398671967757412,0.06632496306039326,2.3153182074947187,0.7751676223741996,0.9375859584720837,0.4458940665532226,0.35355676856761414,0.3328730795831578,0.2838683967285293,0.4649732646221604,0.24197312445915958,0.1879921017685879,0.27606404143882546,0.32404990803813627,0.3431409526804823,0.049329131726840364,0.048133655839941135,0.0652610464229324,0.0242291525517375,0.036638170674592206,0.005077903598914713,0.04906269477782668,0.0022236060685621724,0.0039705747861825125,0.00879900900328039,0.02460849883604252,0.035177007775045406,0.016848431079236063,0.020376914691704315,0.012704595336174476,0.6069637570953652,0.047964641073660635,0.028934682623784458,0.263633547828824,0.0056629411503176415,0.07553303830957468,1.608817828264576,0.6659455980423522,0.7493016898410086,0.3653650896511509,0.3776271747386261,0.3960986103995634,0.2873415896183747,0.37390274808141544,0.2376168391602913,0.21411131447126258,0.17117873330992894,0.2819541179798378,0.3227585135536848,0.04438204584635792,0.048096632909019596,0.06306445485727126,0.02073218170879329,0.043128003962141614,0.004535483416217547,0.03865287853796906,0.0028590584625816165,0.004255405335627933,0.009846056389086403,0.02469954756333601,0.03769458459140658,0.01742502402499488
4,one_sentence\S_01_4003_VV.wav,0.05422867702701221,0.01572302277987893,2.917288983469193,0.24053658497229008,0.22968567801674206,0.8462029043574769,0.0035581809259160294,0.2029517543859649,-27.80638401369214,1.7368665844865716,0.36037708439539673,-0.3014237031600831,0.21327984671233868,-0.1729082126279327,-0.0306091339448539,-0.17218930356106374,-0.28401891280012853,-0.13365552510165188,-0.4941592661441741,-0.05348753690605375,-0.10965598333438537,0.026850965800496607,0.017495673867183738,0.12481448170955299,0.042617664074726384,0.01744996957682187,0.0046592205379833015,0.02280966967966056,0.0016177151343448382,0.003358337605878018,0.004150604164490108,0.01131849213875364,0.0037508626057478765,0.048964084204314,0.00026430945043375264,-6.851703362674059e-06,0.002412132432025607,0.0004458344911067707,-7.00622900969667e-05,0.010442282202857226,-5.095746618571673e-07,0.0027028508771929833,-0.004926058961187071,0.0012130577538049967,0.0012214408801662358,-0.00257603344248508,0.0002841930702404318,-0.0004621993867319303,0.0005473916165507505,-0.003773769835649774,-0.0030703418691692217,-0.0004717857468872367,0.0014176012678150203,-0.00035665100128839423,0.0011494332124713808,0.00019509389576658924,6.494152956167164e-07,0.00013149092035746358,1.9798571191392584e-05,-0.0007060776536174593,-1.1261024110472512e-05,-0.0010969969712779212,2.648123429630319e-06,3.0915731116979266e-05,-4.5560144436782485e-05,-0.0009356639593158939,1.710961613319259e-05,-5.869751005534358e-05,0.021152413969575408,0.021408174658655677,0.3797008370521349,0.08211247556107762,0.032935142102730706,0.5497374316441291,0.003273147085343555,0.16560507184021533,2.7407666597027633,0.7003038709119774,0.7909743562630288,0.46128303496816425,0.34419277264285536,0.35659239700438133,0.3584614151511525,0.20876825570874685,0.3931880832203385,0.26192258125932516,0.35281204596988347,0.3219332094806704,0.36828358245729087,0.03456334238606139,0.03405865573858132,0.10504104041249374,0.06594678071116758,0.020682440754994202,0.006990213171783182,0.02912629674616394,0.002176909325524332,0.006067724763970348,0.0057752777140940605,0.014519044227631471,0.005252843218047861,0.026310186480842615,0.01323903061554683,0.014271764354621196,0.47391225689492356,0.0412619522552015,0.021114049612039568,0.3933403585872043,0.004129497127601004,0.12191403974684203,1.3410958706238247,0.6164981156436763,0.6055683508263829,0.4260400344671696,0.3247676491888051,0.3405672402715948,0.29291663751285396,0.1950364996494851,0.25770983262084673,0.23825658745563474,0.22725892972320427,0.228266572170909,0.2517893122568656,0.027608236344524167,0.039289134484375904,0.0879942337180682,0.04943980296967615,0.023879398620475674,0.008513354195755536,0.025476356416616205,0.002505967951394755,0.006364899278190037,0.006726469826684366,0.016907631931511263,0.006463864877418596,0.023168759147782943
5,one_sentence\S_01_4004_VE.wav,0.03894159236390622,0.025002465982380154,2.8453020778317124,0.10166860041205232,0.154103719017428,0.23759862222007966,0.003812971729306079,0.054216008771929815,-26.241821875304225,2.379035034333621,0.03231103270349602,0.1741750300120377,-0.1642477346235698,0.2655662497258872,-0.06210982295050934,-0.017457430394880766,-0.0692782599246277,0.17747615933792016,-0.06750574080242779,0.061090271990689504,-0.005496407127554693,0.010529150794823028,0.010885118550588142,0.04595605035260658,0.030336182261419015,0.03119072976320761,0.02262624285296849,0.044660862356673714,0.003777414158910971,0.014040567247701993,0.010295211401660372,0.014221801983093469,0.004477403909170538,0.026775133975035587,-0.0006324417002080112,6.496722209822441e-06,-0.0032242984705413862,-2.5147520669826513e-05,0.0006825475479801294,-0.003709007023739018,8.991278289273103e-05,-0.0010599415204678362,0.0386092342507223,0.025218530460366335,0.025631478738116997,0.007653856641159427,0.009443263386448136,-0.0014499914529494719,-0.008433842015602017,-6.479196791355409e-07,0.0009005348612647433,0.008941872367983864,0.008208647187608139,0.0030896954612715803,0.0018097300440391324,-9.645363716232916e-05,-0.001462411971573178,0.0019811270733455285,0.00014842581434779093,0.000858511277593632,3.3614148422505196e-05,0.0005470137848769366,0.00010020062890353435,0.0006899992872474286,0.0005006020889008555,0.0006996142071424093,-2.40916629847546e-05,0.0002068987172600263,0.017294342587094044,0.03112100571481699,0.5720490090328296,0.026173479357243106,0.023822223897136105,0.1623596784235327,0.0023369126385311316,0.031623744521226634,2.9094594213510057,0.488908149883625,0.6395307569443222,0.3659098292932635,0.38210563207688236,0.28281952380820063,0.27126312043675554,0.3298275018921431,0.22245927227693016,0.24073362095591555,0.22056861602109912,0.20316192509951803,0.1915770656277844,0.008534111813799115,0.015283899566652824,0.03174203185303132,0.03644269230316592,0.031187420368463403,0.026910243142153237,0.04489593798503302,0.004286160496825109,0.011641515056094336,0.009397857739383422,0.01150194969092431,0.004005580058176138,0.013312442680444736,0.013958374661159663,0.021574451433017866,0.5674256670156639,0.02465924400272215,0.029576956591942778,0.1375461082222225,0.003090452541751816,0.03903704435343149,1.8176334309341862,0.450791611967375,0.5066837258081293,0.3100662789115647,0.381781638368557,0.2966910386012677,0.24668934119511807,0.25049848917914097,0.25177595309902395,0.21636388096218614,0.18997037086764926,0.2469110985571731,0.19268720194533995,0.009282886460149582,0.01294244869756026,0.042235606060799145,0.029696020617603906,0.03256894814273192,0.023206541845602155,0.04235308904166126,0.004220964438671678,0.010838965801187537,0.008617061309862948,0.00991587487377575,0.0050591949586849495,0.014263162947630822
6,one_sentence\S_01_4004_VV.wav,0.013591099022822736,0.028248766092088533,2.7269953374677622,0.07067314592004022,0.14200065193929917,0.03780455367896028,0.006255160909498875,0.022338815789473686,-25.15266186134651,3.2942749250854284,0.02405544008746073,0.12330721043971138,0.23901070281079084,0.07690944396836925,-0.04549762883540036,-0.00680090220549227,-0.16365747158095634,0.0989849641603197,0.10767946470580624,0.07148979689272011,0.06886204953082747,0.01281025821012452,0.025651064831856963,0.089392300813882,0.047955489272972454,0.04050820313168292,0.021033095913730836,0.04123660426014708,0.003131716554070044,0.008881961479087859,0.010773123581125765,0.014163104981125522,0.0036533040892477867,0.04027386971005655,6.333556333007972e-05,-5.272153550271339e-05,0.02314915056159178,0.000606977263369851,0.001186434299359662,0.00014311118511508365,6.899645341446369e-05,-0.00012993421052631582,-0.07054123523996203,-0.01899234023904843,0.017152006456628077,-0.007908837158962968,-0.0020863559038259913,0.013579099201634139,0.0009480512098175436,0.014638714744627279,0.006614939704472416,-0.013041887625670708,0.005295617282398695,0.014622500198089947,-0.0008420394737408592,-6.591399054547075e-05,-0.00048231611413745675,0.0037206052985253907,-0.0006247492256389315,-0.0008942391276425539,-0.00018143387137698285,-0.001037726942842212,-1.9802162440640293e-05,-8.705118239535386e-05,0.0014064900793944763,-0.0005479671194813511,-0.00030659341391951403,0.0005243552912707441,0.0031844673654689167,0.03035983778125259,0.40934668391503914,0.01972106181539429,0.03409241328266037,0.026758950558819765,0.003166429658284472,0.010375652305346511,2.6565759473068637,0.5965906368657956,0.7527314125461506,0.46079729616644094,0.4876405250621221,0.2691191051506152,0.3127219435129211,0.2702539664578644,0.23455889217353304,0.14644862780115314,0.21506035518467664,0.2259770955173931,0.18541454609041155,0.009916168920826477,0.0315859039124116,0.055923656222560396,0.04677030182168747,0.038110780875000944,0.02288370728243742,0.056898441915790465,0.004366850090054594,0.008186528515500658,0.015728334956906016,0.015974249695166344,0.0034852072708117837,0.015082807353857947,0.002911160920773237,0.023920820340862438,0.4767819792255099,0.034077448769173305,0.05780346518856405,0.032443554565680086,0.004845296095324863,0.010637630451270643,1.7940286819359441,0.6452089925511639,0.6220443323828421,0.4219563590784634,0.39680915328117666,0.2796408048471092,0.28709499626544477,0.27533174322302356,0.25239112624747706,0.2049784108039282,0.24739639327279728,0.22296952949893833,0.1583631597882002,0.012043256604079856,0.023718744436786426,0.061625456313559576,0.0489708429365561,0.03784053473450224,0.028940907683996195,0.04933909970818608,0.005033213308315629,0.00917845236402169,0.010811297863844088,0.016856129959060502,0.004103192593662887,0.01672884134842556
7,one_sentence\S_01_4006_VE.wav,0.08871466277696742,0.03399741344831445,2.9633423457198744,0.1981521158929239,0.21499175549812666,0.6532243383221225,0.005105253352091254,0.1665347222222222,-26.24272278567499,2.6706425425022053,0.3374604545168201,0.14673988770961935,0.022732871878439042,-0.19623443433555146,-0.20735524691298288,0.0010203545498671436,-0.05934741364995849,0.0499043351192776,-0.18960917277389788,-0.10522414192793943,-0.30314725364857714,0.04768645508106151,0.01641840721543243,0.0663257256597793,0.006359960160477852,0.0106818096101841,0.0034302522035811953,0.031909608216810686,0.0014402620973721235,0.004486940538114734,0.04116983049512534,0.028150282328775866,0.028343508160753293,0.04147689244769596,0.0032072654025144145,-0.000840476227368343,-0.0025456590106010426,0.006040535553874178,0.0018188013983221373,0.05549708749412608,-0.00018848927278707818,0.015416666666666667,-0.1428800383022591,-0.04651131575209471,-0.05180669344479661,0.023698134087084183,0.015760673690169032,0.029940502812377024,0.03200247179280082,-0.0030895341106227784,0.013726848302703378,-0.005438048700095348,0.006435853567684947,0.0010635495698509446,0.029355649682982488,0.0004998905281941866,-3.7299755747355637e-05,0.0024521189619218435,-2.1735701595354104e-05,0.0006446737015312025,0.00020954782567874253,0.0014661251136277688,3.899451610442635e-05,-0.00016168941704577223,-0.003725869333522187,-0.0004474113620383563,-0.00015729164607857058,-0.0003135380841998912,0.08931305470113567,0.033076456716085056,0.371913722344756,0.0913942340179873,0.026967085954889596,0.8259277955595475,0.003879443657799133,0.21774741558587432,2.488299805822872,0.7146538140369,0.7670316209845277,0.4288227543311813,0.298785439868339,0.3737054600621727,0.3060018977962519,0.20358386041063936,0.24768128368228748,0.16209094974645274,0.22192963465691476,0.23390986487013,0.31472587292690646,0.061035783207366766,0.019258810234597426,0.06213149514914923,0.008448089956307301,0.014398774323354112,0.004212407431390497,0.0323274997883018,0.0017200131833348135,0.0045806784041155695,0.04293145084947964,0.022265171748542038,0.038924823739243754,0.023476157495611855,0.03821081955435342,0.01979773492005106,0.4330484805874164,0.03909359648580766,0.023210746777924698,0.3421791574818421,0.003657002279212781,0.10375516302914099,1.3673334040261758,0.5585989901235108,0.5460488587414257,0.4033769038241719,0.2532540410471402,0.34926314976790845,0.280585010528431,0.24279117877579484,0.19871164806216277,0.17612355038870428,0.245924939381861,0.20965011300873668,0.20523629071396612,0.04643773171582599,0.019462679786403283,0.07749523514999344,0.010505766734963418,0.0173869158556111,0.004609501653489165,0.03881630900793239,0.002288373310223489,0.005699210452586552,0.033853366608337244,0.029574502838223687,0.04015996019545964,0.025321870665835747
8,one_sentence\S_01_4006_VV.wav,0.0907202889490866,0.020175606127614824,3.0746586915614316,0.21029558990604635,0.21981465453596813,0.8338032752101554,0.003461412467730215,0.22865462962962962,-27.6552006745752,1.9829521015658074,-0.22068168507890915,-0.24478660543038916,-0.12342151028092345,-0.05517060863522325,-0.10305616772722877,0.03165590037494459,-0.04668760058383471,0.07446498513382788,-0.10763663602428752,-0.042916725967905654,-0.17646566410836262,0.021369538544360533,0.01096639522995378,0.05991111790832839,0.005337792895372303,0.020437291742520954,0.006435929286837845,0.03777354464719981,0.002789368761339611,0.00410115433369778,0.02644728621818364,0.020035085638615405,0.020315469891160506,0.034262729770092,0.0004429163483133062,-1.9388805192624535e-07,-0.0014960291015895459,-0.00046371280550401084,-0.00018656685977604484,-0.0002990323364478381,-2.4865626405665863e-06,0.0003050925925925922,0.013625438737405359,-0.025378944253499642,-0.028358870666510237,0.011266020433954239,0.007914568948844685,0.00010506799324737844,-0.0069502303577303835,-0.015729054397117172,0.006544783945678251,0.0024652284021702466,-0.007456334423283056,0.004202554668633078,0.003518413636577636,-3.546269034666653e-05,-3.101848941155396e-06,-0.001378613261156822,-0.00012764298972133334,-0.00020433497928373508,2.3590003899645836e-06,-0.002591452927829178,2.5020533862427157e-05,-1.3038443575220677e-05,-0.00017787708039942982,-9.546923729813369e-05,-5.9209732505627635e-05,-0.0006868457699196985,0.04787956890575129,0.021740634746768524,0.313884390758053,0.06696336750185848,0.0371204434848235,0.5169448121948866,0.003170299205954792,0.13672939932006561,2.859683131134529,0.6830018014271071,0.6861581976074254,0.45055338962836605,0.306923466630449,0.283938113807779,0.3290391736776281,0.26706317535777135,0.2598646559620623,0.2302776589412876,0.23852360266379763,0.236807455053544,0.3410844170260043,0.025364578556363915,0.01781472978448207,0.05154089017380488,0.006440715759908311,0.021713577273346062,0.009905116433924553,0.0457977967101906,0.0041562661478562425,0.00447530995464261,0.024594623137040333,0.01996527756008531,0.033164893810116516,0.01692855870957972,0.02751624719660502,0.012251257571268614,0.3451702501461737,0.03254290361277802,0.023874289101595857,0.29621604653686473,0.0034396295165074102,0.09053643370592186,1.1601253190519327,0.6075405909999926,0.472435278697197,0.37252446776398085,0.24470795196567235,0.2676153668044912,0.2705470116007838,0.21274934067118506,0.24197487024516917,0.21102741442856035,0.2141386573732414,0.20327871219050916,0.2046799761658976,0.024888497250413203,0.015383333653837771,0.049661787789991516,0.007721032032276439,0.018357097375799512,0.009629008079771021,0.0501219531117625,0.004305393827916407,0.005582180037796936,0.026042607670257296,0.02484049050657385,0.02791635548212184,0.01659598152975313
9,one_sentence\S_01_4007_VE.wav,0.02701141441504017,0.02032195055915659,3.1350567610423554,0.0708321750362746,0.12179716624357402,0.11077455109163854,0.0032937394256612362,0.03333564814814815,-23.028729721059378,2.464642412732953,-0.32255368351910774,-0.028925692706975203,0.12430812243211235,0.3030543004554454,0.08432190481187903,0.0024661606827520075,-0.03815462239811453,0.07199648450241519,-0.050609407600473756,0.04909914708272483,-0.1341901821759857,0.03637064694882829,0.005444139979692435,0.014816923875068009,0.014751612121530725,0.010685249370105891,0.029033425720563416,0.01582329210910102,0.003594765392471364,0.023989848110988757,0.015370633081848939,0.01794495780916686,0.033719355432286914,0.019049809295350523,-2.3152971683915717e-05,-0.0006160855872960228,0.0025872061869273307,8.16366172493251e-05,-0.00021259669451237218,0.00214141548813316,-1.2683230804397608e-05,5.78703703703702e-05,-0.04027706795934855,-0.0020814227786185974,0.013331824383198658,0.007727989316982209,0.0069942433895636745,-0.008960744697967597,-0.002089332468824697,0.009630427915903555,0.0013822112312945835,0.003712581948017418,-0.0015243938225191084,-0.00012227328859853426,0.008483641165908481,-0.0005541513293206732,-9.087414700698792e-06,0.0009882941592420508,0.0001894035214496201,0.0002558918203496079,0.0025207293078152453,-0.0002440130439713277,-0.00016165626533584863,5.759403471966299e-05,4.488306695563148e-05,0.00028805720249981096,-0.00020138376301020248,0.00047762750192060946,0.0061682363007945955,0.019827767704466384,0.1570612487049312,0.014053070475320567,0.029063194266711227,0.04323563710466707,0.0015343649074297538,0.007536058888183356,0.8951966987184606,0.29519373560484075,0.3586014551676054,0.21897733418658047,0.2700798648251936,0.21936366882811242,0.13583325784659053,0.2286705665852111,0.1575517780120199,0.14536965962641438,0.1941467114767823,0.13919425517820444,0.2575675896226938,0.026858583008923232,0.005839359033116776,0.010888747504697004,0.014907058803113491,0.006069036597853267,0.017371149928281173,0.011600731573602155,0.0027971801677281866,0.015479492444764079,0.015643839686468566,0.012808654326826254,0.0342485073944247,0.008427601595650024,0.0056551928223556,0.015240560348879655,0.20119267867557952,0.017300738558130094,0.037676324716386274,0.03770087067293442,0.0018319764950167716,0.005975941022439496,0.5268817834445633,0.2575312498538654,0.20554516443864176,0.1862326857104136,0.18423811619994082,0.15844202186029765,0.12431694430725897,0.14833898214754346,0.16037125789981857,0.1397807433769375,0.1469007913697591,0.142685546846132,0.1866970364804131,0.026591708517751333,0.008363425080137581,0.010483802177542474,0.01744487057273604,0.006798071356167252,0.01671162708050268,0.013449551964519094,0.0034935942832792434,0.01660542099177146,0.017761591877252934,0.015372918092927517,0.03305595138348934,0.010705417471397007
